ID,NAME,SYSTEM,ISACTIVE,weight,PLATE,CITY_ID
1755,SELÇUKLU,FALSE,TRUE,250,1839,53
1756,SEYDİŞEHİR,FALSE,TRUE,260,1617,53
1757,TAŞKENT,FALSE,TRUE,270,1848,53
1758,TUZLUKÇU,FALSE,TRUE,280,1990,53
1759,YALIHÜYÜK,FALSE,TRUE,290,1994,53
1760,YUNAK,FALSE,TRUE,300,1735,53
1761,ALTINTAŞ,FALSE,TRUE,10,1132,54
1762,ASLANAPA,FALSE,TRUE,10,1764,54
1763,ÇAVDARHİSAR,FALSE,TRUE,20,1898,54
1764,DOMANİÇ,FALSE,TRUE,30,1288,54
1765,DUMLUPINAR,FALSE,TRUE,40,1790,54
1766,EMET,FALSE,TRUE,50,1304,54
1767,GEDİZ,FALSE,TRUE,60,1339,54
1768,HİSARCIK,FALSE,TRUE,70,1802,54
1769,MERKEZ,FALSE,TRUE,80,1500,54
1770,PAZARLAR,FALSE,TRUE,90,1979,54
1771,SİMAV,FALSE,TRUE,100,1625,54
1772,ŞAPHANE,FALSE,TRUE,110,1843,54
1773,TAVŞANLI,FALSE,TRUE,120,1671,54
1774,AKÇADAĞ,FALSE,TRUE,10,1114,55
1775,ARAPGİR,FALSE,TRUE,10,1143,55
1776,ARGUVAN,FALSE,TRUE,20,1148,55
1777,BATTALGAZİ,FALSE,TRUE,30,1772,55
1778,DARENDE,FALSE,TRUE,40,1265,55
1779,DOĞANŞEHİR,FALSE,TRUE,50,1286,55
1780,DOĞANYOL,FALSE,TRUE,60,1914,55
1781,HEKİMHAN,FALSE,TRUE,70,1390,55
1782,KALE,FALSE,TRUE,80,1953,55
1783,KULUNCAK,FALSE,TRUE,90,1969,55
1784,MERKEZ,FALSE,TRUE,100,1509,55
1785,PÜTÜRGE,FALSE,TRUE,110,1582,55
1786,YAZIHAN,FALSE,TRUE,120,1995,55
1787,YEŞİLYURT,FALSE,TRUE,130,1729,55
1788,AHMETLİ,FALSE,TRUE,10,1751,56
1789,AKHİSAR,FALSE,TRUE,10,1118,56
1790,ALAŞEHİR,FALSE,TRUE,20,1127,56
1791,DEMİRCİ,FALSE,TRUE,30,1269,56
1792,GÖLMARMARA,FALSE,TRUE,40,1793,56
1793,GÖRDES,FALSE,TRUE,50,1362,56
1794,KIRKAĞAÇ,FALSE,TRUE,60,1470,56
1795,KÖPRÜBAŞI,FALSE,TRUE,70,1965,56
1796,KULA,FALSE,TRUE,80,1489,56
1797,MERKEZ,FALSE,TRUE,90,1513,56
1798,SALİHLİ,FALSE,TRUE,100,1590,56
1799,SARIGÖL,FALSE,TRUE,110,1600,56
1800,SARUHANLI,FALSE,TRUE,120,1606,56
1801,SELENDİ,FALSE,TRUE,130,1613,56
1802,SOMA,FALSE,TRUE,140,1634,56
1803,TURGUTLU,FALSE,TRUE,150,1689,56
1804,DARGEÇİT,FALSE,TRUE,10,1787,57
1805,DERİK,FALSE,TRUE,10,1273,57
1806,KIZILTEPE,FALSE,TRUE,20,1474,57
1807,MERKEZ,FALSE,TRUE,30,1516,57
1808,MAZIDAĞI,FALSE,TRUE,40,1519,57
1809,MİDYAT,FALSE,TRUE,50,1526,57
1810,NUSAYBİN,FALSE,TRUE,60,1547,57
1811,ÖMERLİ,FALSE,TRUE,70,1564,57
1812,SAVUR,FALSE,TRUE,80,1609,57
1813,YEŞİLLİ,FALSE,TRUE,90,2002,57
1814,AKDENİZ,FALSE,TRUE,10,2064,58
1815,ANAMUR,FALSE,TRUE,10,1135,58
1816,AYDINCIK,FALSE,TRUE,20,1766,58
1817,BOZYAZI,FALSE,TRUE,30,1779,58
1818,ÇAMLIYAYLA,FALSE,TRUE,40,1892,58
1819,ERDEMLİ,FALSE,TRUE,50,1311,58
1820,GÜLNAR,FALSE,TRUE,60,1366,58
1821,MERKEZ,FALSE,TRUE,70,1402,58
1822,MEZİTLİ,FALSE,TRUE,80,2065,58
1823,MUT,FALSE,TRUE,90,1536,58
1824,SİLİFKE,FALSE,TRUE,100,1621,58
1825,TARSUS,FALSE,TRUE,110,1665,58
1826,TOROSLAR,FALSE,TRUE,120,2066,58
1827,YENİŞEHİR,FALSE,TRUE,130,2067,58
1828,BODRUM,FALSE,TRUE,10,1197,59
1829,DALAMAN,FALSE,TRUE,10,1742,59
1830,DATÇA,FALSE,TRUE,20,1266,59
1831,FETHİYE,FALSE,TRUE,30,1331,59
1832,KAVAKLIDERE,FALSE,TRUE,40,1958,59
1833,KÖYCEĞİZ,FALSE,TRUE,50,1488,59
1834,MARMARİS,FALSE,TRUE,60,1517,59
1835,MİLAS,FALSE,TRUE,70,1528,59
1836,MERKEZ,FALSE,TRUE,80,1532,59
1837,ORTACA,FALSE,TRUE,90,1831,59
1838,ULA,FALSE,TRUE,100,1695,59
1839,YATAĞAN,FALSE,TRUE,110,1719,59
1840,BULANIK,FALSE,TRUE,10,1213,60
1841,HASKÖY,FALSE,TRUE,10,1801,60
1842,KORKUT,FALSE,TRUE,20,1964,60
1843,MALAZGİRT,FALSE,TRUE,30,1510,60
1844,MERKEZ,FALSE,TRUE,40,1534,60
1845,VARTO,FALSE,TRUE,50,1711,60
1846,ACIGÖL,FALSE,TRUE,10,1749,61
1847,AVANOS,FALSE,TRUE,10,1155,61
1848,DERİNKUYU,FALSE,TRUE,20,1274,61
1849,GÜLŞEHİR,FALSE,TRUE,30,1367,61
1850,HACIBEKTAŞ,FALSE,TRUE,40,1374,61
1851,KOZAKLI,FALSE,TRUE,50,1485,61
1852,MERKEZ,FALSE,TRUE,60,1543,61
1853,ÜRGÜP,FALSE,TRUE,70,1707,61
1854,ALTUNHİSAR,FALSE,TRUE,10,1876,62
1855,BOR,FALSE,TRUE,10,1201,62
1856,ÇAMARDI,FALSE,TRUE,20,1225,62
1857,ÇİFTLİK,FALSE,TRUE,30,1904,62
1858,MERKEZ,FALSE,TRUE,40,1544,62
1859,ULUKIŞLA,FALSE,TRUE,50,1700,62
1860,AKKUŞ,FALSE,TRUE,10,1119,63
1861,AYBASTI,FALSE,TRUE,10,1158,63
1862,ÇAMAŞ,FALSE,TRUE,20,1891,63
1863,ÇATALPINAR,FALSE,TRUE,30,1897,63
1864,ÇAYBAŞI,FALSE,TRUE,40,1900,63
1865,FATSA,FALSE,TRUE,50,1328,63
1866,GÖLKÖY,FALSE,TRUE,60,1358,63
1867,GÜLYALI,FALSE,TRUE,70,1795,63
1868,GÜRGENTEPE,FALSE,TRUE,80,1797,63
1869,İKİZCE,FALSE,TRUE,90,1947,63
1870,KABADÜZ,FALSE,TRUE,100,1950,63
1871,KABATAŞ,FALSE,TRUE,110,1951,63
1872,KORGAN,FALSE,TRUE,120,1482,63
1873,KUMRU,FALSE,TRUE,130,1493,63
1874,MESUDİYE,FALSE,TRUE,140,1525,63
1875,MERKEZ,FALSE,TRUE,150,1552,63
1876,PERŞEMBE,FALSE,TRUE,160,1573,63
1877,ULUBEY,FALSE,TRUE,170,1696,63
1878,ÜNYE,FALSE,TRUE,180,1706,63
1879,BAHÇE,FALSE,TRUE,10,1165,64
1880,DÜZİÇİ,FALSE,TRUE,10,1743,64
1881,HASANBEYLİ,FALSE,TRUE,20,2027,64
1882,KADİRLİ,FALSE,TRUE,30,1423,64
1883,MERKEZ,FALSE,TRUE,40,1560,64
1884,SUMBAS,FALSE,TRUE,50,2028,64
1885,TOPRAKKALE,FALSE,TRUE,60,2029,64
1886,ARDEŞEN,FALSE,TRUE,10,1146,65
1887,ÇAMLIHEMŞİN,FALSE,TRUE,10,1228,65
1888,ÇAYELİ,FALSE,TRUE,20,1241,65
1889,DEREPAZARI,FALSE,TRUE,30,1908,65
1890,FINDIKLI,FALSE,TRUE,40,1332,65
1891,GÜNEYSU,FALSE,TRUE,50,1796,65
1892,HEMŞİN,FALSE,TRUE,60,1943,65
1893,İKİZDERE,FALSE,TRUE,70,1405,65
1894,İYİDERE,FALSE,TRUE,80,1949,65
1895,KALKANDERE,FALSE,TRUE,90,1428,65
1896,PAZAR,FALSE,TRUE,100,1569,65
1897,MERKEZ,FALSE,TRUE,110,1586,65
1898,ADAPAZARI,FALSE,TRUE,10,2068,66
1899,AKYAZI,FALSE,TRUE,10,1123,66
1900,ARİFİYE,FALSE,TRUE,20,2069,66
1901,ERENLER,FALSE,TRUE,30,2070,66
1902,FERİZLİ,FALSE,TRUE,40,1925,66
1903,GEYVE,FALSE,TRUE,50,1351,66
1904,HENDEK,FALSE,TRUE,60,1391,66
1905,KARAPÜRÇEK,FALSE,TRUE,70,1955,66
1906,KARASU,FALSE,TRUE,80,1442,66
1907,KAYNARCA,FALSE,TRUE,90,1453,66
1908,KOCAALİ,FALSE,TRUE,100,1818,66
1909,PAMUKOVA,FALSE,TRUE,110,1833,66
1910,MERKEZ,FALSE,TRUE,120,1589,66
1911,SAPANCA,FALSE,TRUE,130,1595,66
1912,SERDİVAN,FALSE,TRUE,140,2071,66
1913,SÖĞÜTLÜ,FALSE,TRUE,150,1986,66
1914,TARAKLI,FALSE,TRUE,160,1847,66
1915,ALAÇAM,FALSE,TRUE,10,1125,67
1916,ASARCIK,FALSE,TRUE,10,1763,67
1917,ATAKUM,FALSE,TRUE,20,2072,67
1918,AYVACIK,FALSE,TRUE,30,1879,67
1919,BAFRA,FALSE,TRUE,40,1164,67
1920,CANİK,FALSE,TRUE,50,2073,67
1921,ÇARŞAMBA,FALSE,TRUE,60,1234,67
1922,HAVZA,FALSE,TRUE,70,1386,67
1923,İLKADIM,FALSE,TRUE,80,2074,67
1924,KAVAK,FALSE,TRUE,90,1452,67
1925,LADİK,FALSE,TRUE,100,1501,67
1926,ONDOKUZMAYIS,FALSE,TRUE,110,1830,67
1927,SALIPAZARI,FALSE,TRUE,120,1838,67
1928,MERKEZ,FALSE,TRUE,130,1593,67
1929,TEKKEKÖY,FALSE,TRUE,140,1849,67
1930,TERME,FALSE,TRUE,150,1676,67
1931,VEZİRKÖPRÜ,FALSE,TRUE,160,1712,67
1932,YAKAKENT,FALSE,TRUE,170,1993,67
1933,AYDINLAR,FALSE,TRUE,10,1878,68
1934,BAYKAN,FALSE,TRUE,10,1179,68
1935,ERUH,FALSE,TRUE,20,1317,68
1936,KURTALAN,FALSE,TRUE,30,1495,68
1937,PERVARİ,FALSE,TRUE,40,1575,68
1938,MERKEZ,FALSE,TRUE,50,1620,68
1939,ŞİRVAN,FALSE,TRUE,60,1662,68
1940,AYANCIK,FALSE,TRUE,10,1156,69
1941,BOYABAT,FALSE,TRUE,10,1204,69
1942,DİKMEN,FALSE,TRUE,20,1910,69
1943,DURAĞAN,FALSE,TRUE,30,1290,69
1944,ERFELEK,FALSE,TRUE,40,1314,69
1945,GERZE,FALSE,TRUE,50,1349,69
1946,SARAYDÜZÜ,FALSE,TRUE,60,1981,69
1947,MERKEZ,FALSE,TRUE,70,1627,69
1948,TÜRKELİ,FALSE,TRUE,80,1693,69
1949,AKINCILAR,FALSE,TRUE,10,1870,70
1950,ALTINYAYLA,FALSE,TRUE,10,1875,70
1951,DİVRİĞİ,FALSE,TRUE,20,1282,70
1952,DOĞANŞAR,FALSE,TRUE,30,1913,70
1953,GEMEREK,FALSE,TRUE,40,1342,70
1954,GÖLOVA,FALSE,TRUE,50,1927,70
1955,GÜRÜN,FALSE,TRUE,60,1373,70
1956,HAFİK,FALSE,TRUE,70,1376,70
1957,İMRANLI,FALSE,TRUE,80,1407,70
1958,KANGAL,FALSE,TRUE,90,1431,70
1959,KOYULHİSAR,FALSE,TRUE,100,1484,70
1960,MERKEZ,FALSE,TRUE,110,1628,70
1961,SUŞEHRİ,FALSE,TRUE,120,1646,70
1962,ŞARKIŞLA,FALSE,TRUE,130,1650,70
1963,ULAŞ,FALSE,TRUE,140,1991,70
1964,YILDIZELİ,FALSE,TRUE,150,1731,70
1965,ZARA,FALSE,TRUE,160,1738,70
1966,AKÇAKALE,FALSE,TRUE,10,1115,71
1967,BİRECİK,FALSE,TRUE,10,1194,71
1968,BOZOVA,FALSE,TRUE,20,1209,71
1969,CEYLANPINAR,FALSE,TRUE,30,1220,71
1970,HALFETİ,FALSE,TRUE,40,1378,71
1971,HARRAN,FALSE,TRUE,50,1800,71
1972,HİLVAN,FALSE,TRUE,60,1393,71
1973,SİVEREK,FALSE,TRUE,70,1630,71
1974,SURUÇ,FALSE,TRUE,80,1643,71
1975,MERKEZ,FALSE,TRUE,90,1702,71
1976,VİRANŞEHİR,FALSE,TRUE,100,1713,71
1977,BEYTÜŞŞEBAP,FALSE,TRUE,10,1189,72
1978,CİZRE,FALSE,TRUE,10,1223,72
1979,GÜÇLÜKONAK,FALSE,TRUE,20,1931,72
1980,İDİL,FALSE,TRUE,30,1403,72
1981,SİLOPİ,FALSE,TRUE,40,1623,72
1982,MERKEZ,FALSE,TRUE,50,1661,72
1983,ULUDERE,FALSE,TRUE,60,1698,72
1984,ÇERKEZKÖY,FALSE,TRUE,10,1250,73
1985,ÇORLU,FALSE,TRUE,10,1258,73
1986,HAYRABOLU,FALSE,TRUE,20,1388,73
1987,MALKARA,FALSE,TRUE,30,1511,73
1988,MARMARAEREĞLİSİ,FALSE,TRUE,40,1825,73
1989,MURATLI,FALSE,TRUE,50,1538,73
1990,SARAY,FALSE,TRUE,60,1596,73
1991,ŞARKÖY,FALSE,TRUE,70,1652,73
1992,MERKEZ,FALSE,TRUE,80,1673,73
1993,ALMUS,FALSE,TRUE,10,1129,74
1994,ARTOVA,FALSE,TRUE,10,1151,74
1995,BAŞÇİFTLİK,FALSE,TRUE,20,1883,74
1996,ERBAA,FALSE,TRUE,30,1308,74
1997,NİKSAR,FALSE,TRUE,40,1545,74
1998,PAZAR,FALSE,TRUE,50,1834,74
1999,REŞADİYE,FALSE,TRUE,60,1584,74
2000,SULUSARAY,FALSE,TRUE,70,1987,74
2001,MERKEZ,FALSE,TRUE,80,1679,74
2002,TURHAL,FALSE,TRUE,90,1690,74
2003,YEŞİLYURT,FALSE,TRUE,100,1858,74
2004,ZİLE,FALSE,TRUE,110,1740,74
2005,AKÇAABAT,FALSE,TRUE,10,1113,75
2006,ARAKLI,FALSE,TRUE,10,1141,75
2007,ARSİN,FALSE,TRUE,20,1150,75
2008,BEŞİKDÜZÜ,FALSE,TRUE,30,1775,75
2009,ÇARŞIBAŞI,FALSE,TRUE,40,1896,75
2010,ÇAYKARA,FALSE,TRUE,50,1244,75
2011,DERNEKPAZARI,FALSE,TRUE,60,1909,75
2012,DÜZKÖY,FALSE,TRUE,70,1917,75
2013,HAYRAT,FALSE,TRUE,80,1942,75
2014,KÖPRÜBAŞI,FALSE,TRUE,90,1966,75
2015,MAÇKA,FALSE,TRUE,100,1507,75
2016,OF,FALSE,TRUE,110,1548,75
2017,SÜRMENE,FALSE,TRUE,120,1647,75
2018,ŞALPAZARI,FALSE,TRUE,130,1842,75
2019,TONYA,FALSE,TRUE,140,1681,75
2020,MERKEZ,FALSE,TRUE,150,1686,75
2021,VAKFIKEBİR,FALSE,TRUE,160,1709,75
2022,YOMRA,FALSE,TRUE,170,1732,75
2023,ÇEMİŞGEZEK,FALSE,TRUE,10,1247,76
2024,HOZAT,FALSE,TRUE,10,1397,76
2025,MAZGİRT,FALSE,TRUE,20,1518,76
2026,NAZIMİYE,FALSE,TRUE,30,1541,76
2027,OVACIK,FALSE,TRUE,40,1562,76
2028,PERTEK,FALSE,TRUE,50,1574,76
2029,PÜLÜMÜR,FALSE,TRUE,60,1581,76
2030,MERKEZ,FALSE,TRUE,70,1688,76
2031,BANAZ,FALSE,TRUE,10,1170,77
2032,EŞME,FALSE,TRUE,10,1323,77
2033,KARAHALLI,FALSE,TRUE,20,1436,77
2034,SİVASLI,FALSE,TRUE,30,1629,77
2035,ULUBEY,FALSE,TRUE,40,1697,77
2036,MERKEZ,FALSE,TRUE,50,1704,77
2037,BAHÇESARAY,FALSE,TRUE,10,1770,78
2038,BAŞKALE,FALSE,TRUE,10,1175,78
2039,ÇALDIRAN,FALSE,TRUE,20,1786,78
2040,ÇATAK,FALSE,TRUE,30,1236,78
2041,EDREMİT,FALSE,TRUE,40,1918,78
2042,ERCİŞ,FALSE,TRUE,50,1309,78
2043,GEVAŞ,FALSE,TRUE,60,1350,78
2044,GÜRPINAR,FALSE,TRUE,70,1372,78
2045,MURADİYE,FALSE,TRUE,80,1533,78
2046,ÖZALP,FALSE,TRUE,90,1565,78
2047,SARAY,FALSE,TRUE,100,1980,78
2048,MERKEZ,FALSE,TRUE,110,1710,78
2049,ALTINOVA,FALSE,TRUE,10,2019,79
2050,ARMUTLU,FALSE,TRUE,10,2020,79
2051,ÇINARCIK,FALSE,TRUE,20,2021,79
2052,ÇİFTLİKKÖY,FALSE,TRUE,30,2022,79
2053,TERMAL,FALSE,TRUE,40,2026,79
2054,MERKEZ,FALSE,TRUE,50,1716,79
2055,AKDAĞMADENİ,FALSE,TRUE,10,1117,80
2056,AYDINCIK,FALSE,TRUE,10,1877,80
2057,BOĞAZLIYAN,FALSE,TRUE,20,1198,80
2058,ÇANDIR,FALSE,TRUE,30,1895,80
2059,ÇAYIRALAN,FALSE,TRUE,40,1242,80
2060,ÇEKEREK,FALSE,TRUE,50,1245,80
2061,KADIŞEHRİ,FALSE,TRUE,60,1952,80
2062,SARAYKENT,FALSE,TRUE,70,1982,80
2063,SARIKAYA,FALSE,TRUE,80,1602,80
2064,SORGUN,FALSE,TRUE,90,1635,80
2065,ŞEFAATLİ,FALSE,TRUE,100,1655,80
2066,YENİFAKILI,FALSE,TRUE,110,1998,80
2067,YERKÖY,FALSE,TRUE,120,1726,80
2068,MERKEZ,FALSE,TRUE,130,1733,80
2069,ALAPLI,FALSE,TRUE,10,1758,81
2070,ÇAYCUMA,FALSE,TRUE,10,1240,81
2071,DEVREK,FALSE,TRUE,20,1276,81
2072,EREĞLİ,FALSE,TRUE,30,1313,81
2073,GÖKÇEBEY,FALSE,TRUE,40,1926,81
2074,MERKEZ,FALSE,TRUE,50,1741,81
2075,MERKEZ,FALSE,TRUE,10,2075,2
9999,BİLİNMİYOR,FALSE,TRUE,999,9999,99
